epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,5828.43,0.76258,1.26783,1.30044,0.58867,0.46418,0.51825,0.43156,0.78787,1.51705,1.32679,0.000247472,0.000247472,0.000247472
35,5997.1,0.7544,1.25674,1.29063,0.59965,0.49301,0.54017,0.45355,0.78225,1.48851,1.31872,0.000233335,0.000233335,0.000233335
36,6166.79,0.75566,1.24199,1.29135,0.62875,0.47272,0.53168,0.43899,0.77298,1.47319,1.3164,0.000219198,0.000219198,0.000219198
37,6336.21,0.73489,1.1949,1.28079,0.67799,0.46745,0.54667,0.44974,0.79173,1.50305,1.3403,0.000205061,0.000205061,0.000205061
38,6505.25,0.73473,1.17684,1.27497,0.68134,0.47619,0.5533,0.46283,0.76838,1.46393,1.31216,0.000190924,0.000190924,0.000190924
39,6674.44,0.71812,1.15755,1.2668,0.61815,0.51115,0.5567,0.46654,0.76843,1.46897,1.31381,0.000176786,0.000176786,0.000176786
40,6844.06,0.70971,1.12789,1.25442,0.64262,0.51734,0.56444,0.4776,0.75882,1.44452,1.30598,0.000162649,0.000162649,0.000162649
41,7016.71,0.64585,1.07948,1.19333,0.65586,0.49412,0.55237,0.46815,0.77082,1.46436,1.32189,0.000148512,0.000148512,0.000148512
42,7185.34,0.62855,1.00819,1.17834,0.65346,0.51574,0.56379,0.47476,0.76009,1.44645,1.31795,0.000134375,0.000134375,0.000134375
43,7353.28,0.61225,0.97517,1.16869,0.61823,0.50535,0.55371,0.47141,0.75766,1.48076,1.31463,0.000120238,0.000120238,0.000120238
44,7521.38,0.59855,0.94725,1.15639,0.61871,0.52836,0.5678,0.48096,0.75466,1.44008,1.31251,0.0001061,0.0001061,0.0001061
45,7690.86,0.5983,0.91923,1.15719,0.63218,0.52284,0.56262,0.47817,0.75807,1.45828,1.32202,9.19632e-05,9.19632e-05,9.19632e-05
46,7859.15,0.58077,0.88716,1.14547,0.64956,0.51914,0.57539,0.48853,0.75518,1.44142,1.3149,7.7826e-05,7.7826e-05,7.7826e-05
47,8029.29,0.57306,0.85706,1.13088,0.67037,0.50894,0.57474,0.4869,0.74676,1.43543,1.31502,6.36888e-05,6.36888e-05,6.36888e-05
48,8198.63,0.56433,0.82367,1.12441,0.65908,0.51889,0.58177,0.49434,0.74539,1.44724,1.31035,4.95516e-05,4.95516e-05,4.95516e-05
49,8368.25,0.55564,0.80715,1.1228,0.67035,0.51163,0.57415,0.48791,0.74548,1.44983,1.30879,3.54144e-05,3.54144e-05,3.54144e-05
50,8537.09,0.55421,0.79376,1.11751,0.6608,0.52475,0.57519,0.49088,0.74702,1.4513,1.31389,2.12772e-05,2.12772e-05,2.12772e-05
